random_num,股票编号,上市年限,所属行业,所属概念板块,code,上市年限计算
938,2489,2010-09-15,制造业,融资融券标的;页岩气;融资融券;股权转让,002476.SZ,8
2207,2490,1998-05-26,房地产业,地方国企;京津冀一体化;低价小市值;国家队,600159.SH,20
967,2491,2010-11-18,农、林、牧、渔业,乳业;猪产业;反关税;超涨;标普道琼斯概念;券商重仓,002505.SZ,8
1283,2492,2016-12-23,制造业,,002832.SZ,2
2610,2493,1993-05-04,科学研究和技术服务业,干细胞;融资融券标的;CAR-T疗法;生物疫苗;体外诊断;肺炎概念;超涨;融资融券;基因检测;医保概念,600645.SH,25
2471,2494,2003-08-22,制造业,含可转债;科技龙头;融资融券标的;融资融券;员工持股;宽带提速;超涨;标普道琼斯概念;数字中国;行业龙头;一线龙头;量子技术;白马股;大盘蓝筹;长三角;5G;光纤;基金重仓(季调);光通信,600487.SH,15
1372,2495,2009-10-30,制造业,员工持股;医疗改革;制造业单项冠军企业;知识产权,300006.SZ,9
2155,2496,1997-07-04,制造业,最小市值;出口型企业;预减;央企,600099.SH,21
1488,2497,2010-09-28,制造业,军民融合;可转债;重组;股票质押;超涨,300123.SZ,8
2644,2498,1993-10-28,制造业,高端装备制造;十大军工集团;国家队;标普道琼斯概念;中字头;珠三角;央企;南北船合并;航母;含H股的A股,600685.SH,25
2026,2499,2017-07-28,信息传输、软件和信息技术服务业,次新股;超涨,300678.SZ,1
168,2500,1996-01-19,制造业,医保概念;高校,000590.SZ,22
2243,2501,1998-08-12,制造业,国家队;国企混改;白酒;地方国企;融资融券;融资融券标的,600199.SH,20
2295,2502,2000-05-25,采矿业,稀土永磁;地方国企;融资融券标的;小金属;广东省国资;稀土;员工持股;国家队;钨矿;国产化创新;融资融券,600259.SH,18
2579,2503,1992-08-05,建筑业,PPP;装饰园林;低价小市值;股票质押;含B股的A股,600610.SH,26
3027,2504,2016-11-07,制造业,打板;预增,601882.SH,2
2021,2505,2017-07-12,制造业,次新股;半导体产业;消费电子产业;半导体分立器件;国家大基金;超涨;3D传感;芯片国产化,300672.SZ,1
2907,2506,2012-08-08,制造业,债转股;标普道琼斯概念;含H股的A股;融资融券;融资融券标的,601038.SH,6
1145,2507,2012-06-12,制造业,股票质押;并购阶段(需定增);超涨;员工持股;新能源汽车;氢能,002684.SZ,6
2137,2508,1997-06-06,制造业,医疗改革;标普道琼斯概念;融资融券标的;医保概念;护城河;创新药;国产化创新;民营医院;融资融券;MSCI中盘;国家队;员工持股,600079.SH,21
1297,2509,2017-02-13,制造业,超涨,002848.SZ,1
849,2510,2010-04-13,制造业,重组;手机屏幕;新型显示技术;智能手表;标普道琼斯概念;消费电子产业;显示面板;OLED;液晶显示;预增,002387.SZ,8
333,2511,1998-06-26,制造业,并购阶段(需定增);工业4.0;标普道琼斯概念;国家队;机器人;股票质押;员工持股,000821.SZ,20
1430,2512,2010-03-26,制造业,并购阶段(需定增);融资融券标的;融资融券;军民融合;股票质押;三沙;员工持股,300065.SZ,8
427,2513,2000-01-20,制造业,央企;股权转让;小金属;预增;借壳上市;国家队;氢能,000962.SZ,18
1138,2514,2012-05-25,制造业,国家队;标普道琼斯概念,002677.SZ,6
3420,2515,2015-05-29,制造业,股票质押;员工持股;养老金概念;超涨;含可转债;机器视觉,603901.SH,3
1939,2516,2017-01-06,制造业,预减,300583.SZ,1
1642,2517,2011-12-16,制造业,工业4.0;并购阶段(需定增);轨道交通;股票质押;机器人,300278.SZ,7
1527,2518,2011-01-13,制造业,世界杯;文化传媒概念;体育;股票质押;绿色节能照明,300162.SZ,7
1046,2519,2011-06-02,制造业,国家队,002585.SZ,7
3093,2520,2017-02-09,制造业,国产化创新,603040.SH,1
3351,2521,2017-05-09,制造业,标普道琼斯概念;次新股,603728.SH,1
3410,2522,2015-05-27,交通运输、仓储和邮政业,大盘蓝筹;预增;二线龙头;标普道琼斯概念;MSCI中盘,603885.SH,3
1929,2523,2016-12-06,制造业,,300572.SZ,2
2367,2524,2003-04-08,制造业,融资融券标的;央企;十大军工集团;大飞机;军民融合;标普道琼斯概念;融资融券,600343.SH,15
1027,2525,2011-03-18,制造业,医疗改革;国家队;肺炎概念;化妆品,002566.SZ,7
122,2526,1993-12-08,制造业,冷链物流;预增;含B股的A股;地热能;含可转债,000530.SZ,25
2130,2527,1997-06-03,建筑业,钢结构;南北船合并;十大军工集团;央企;浦东新区;航母;标普道琼斯概念;预增;国企混改,600072.SH,21
2361,2528,2001-03-05,批发和零售业,基金重仓(季调);特斯拉;国家队;融资融券标的;融资融券;标普道琼斯概念;央企;汽车后市场,600335.SH,17
1870,2529,2016-05-06,制造业,并购阶段(需定增);智能电网;锂电池;数字货币,300510.SZ,2
1850,2530,2015-07-01,制造业,最小市值;国家队;核电;超涨,300489.SZ,3
1538,2531,2011-02-01,制造业,机器人;国家队;工业4.0;大数据;3D玻璃;股票质押;保底增持;超涨,300173.SZ,7
1947,2532,2017-01-10,制造业,含可转债,300591.SZ,1
2622,2533,1993-06-10,制造业,基金重仓(季调);制造业单项冠军企业;融资融券;行业龙头;预增;一线龙头;出口型企业;标普道琼斯概念;陆股通50;含H股的A股;国家队;合资企业;融资融券标的;MSCI大盘;玻璃;大盘蓝筹;白马股,600660.SH,25
1624,2534,2011-09-06,制造业,国家队;高送转概念;含可转债;出口型企业;合资企业;超涨;食品安全;保底增持,300260.SZ,7
1256,2535,2016-07-12,制造业,高送转;超涨,002803.SZ,2
93,2536,1996-08-08,住宿和餐饮业,地方国企;低价小市值;超涨,000428.SZ,22
2450,2537,2003-05-16,制造业,黄金珠宝;新材料;融资融券;标普道琼斯概念;固废处理;股票质押;氢能;国家队;尾气治理;融资融券标的;小金属;地方国企;燃料电池,600459.SH,15
472,2538,2004-06-29,制造业,预增;股票质押;机器人;员工持股;汽车后市场;物流骨干网;工业4.0;垃圾分类,002009.SZ,14
1819,2539,2015-05-15,制造业,芯片国产化;3D传感;5G应用;国家队;高送转概念;车联网;虚拟现实;人工智能;消费电子产业;核高基;半导体产业;集成电路;智能音箱,300458.SZ,3
2903,2540,2017-11-22,文化、体育和娱乐业,近端次新股;标普道琼斯概念;次新股;大消费,601019.SH,1
402,2541,1999-06-18,房地产业,预增;增持;标普道琼斯概念;员工持股;融资融券标的;融资融券;国家队,000926.SZ,19
2593,2542,1993-01-05,综合,融资融券;高校;肺炎概念;融资融券标的;科技园区,600624.SH,25
171,2543,1996-03-12,电力、热力、燃气及水生产和供应业,员工持股,000593.SZ,22
873,2544,2010-05-25,制造业,护城河;锂电池;PPP;标普道琼斯概念;行业龙头;股票质押;大消费,002411.SZ,8
3303,2545,2015-02-17,制造业,可转债;含可转债;石墨烯;超涨;标普道琼斯概念;员工持股,603618.SH,3
3109,2546,2017-04-20,制造业,次新股;制造业单项冠军企业;含可转债,603081.SH,1
2844,2547,2017-11-07,电力、热力、燃气及水生产和供应业,打板;近端次新股;次新股,600903.SH,1
875,2548,2010-05-28,制造业,地热能;军民融合;超涨;标普道琼斯概念,002413.SZ,8
874,2549,2010-05-25,制造业,民营银行;国家队,002412.SZ,8
1968,2550,2017-02-20,信息传输、软件和信息技术服务业,5G应用;半导体产业;芯片国产化;3D传感;核高基;预增;人工智能,300613.SZ,1
3342,2551,2017-11-30,制造业,近端次新股;标普道琼斯概念;次新股,603711.SH,1
2911,2552,2007-10-09,采矿业,行业龙头;融资融券标的;基金重仓(季调);含H股的A股;证金概念;富时罗素概念;煤电重组;陆股通50;大盘蓝筹;央企;大央企重组;一线龙头;万得A50;融资融券;中字头;标普道琼斯概念;国家队;沪伦通,601088.SH,11
2570,2553,1993-08-27,制造业,世界杯;啤酒;标普道琼斯概念;MSCI大盘;地方国企;含H股的A股;融资融券标的;品牌龙头;行业龙头;大消费;融资融券;国家队,600600.SH,25
800,2554,2010-01-15,制造业,高送转概念;国家队;中朝经济特区;传感器;机器视觉;通用航空;高校,002338.SZ,8
1901,2555,2016-09-20,信息传输、软件和信息技术服务业,数字货币,300542.SZ,2
1694,2556,2012-06-19,信息传输、软件和信息技术服务业,上海国资改革;国家队;物联网;高铁;最小市值;轨道交通;地方国企;金融科技,300330.SZ,6
749,2557,2009-08-28,制造业,标普道琼斯概念;西藏振兴;国家队;融资融券标的;融资融券,002287.SZ,9
415,2558,1999-10-14,信息传输、软件和信息技术服务业,音乐产业;国家队;金融科技;地方国企;移动支付,000948.SZ,19
1062,2559,2011-07-15,制造业,标普道琼斯概念;MSCI中盘;石墨烯;国家队;中小创蓝筹;超涨;钛白粉;大盘蓝筹;一线龙头,002601.SZ,7
2366,2560,2003-12-30,房地产业,PPP;融资融券;股票质押;基金增仓;京津冀一体化;行业龙头;特色小镇;护城河;体育;融资融券标的;科技园区;MSCI大盘;大盘蓝筹;一线龙头;国家队;标普道琼斯概念;雄安新区;量子技术;基金重仓(季调);创投;员工持股,600340.SH,15
2065,2561,2017-11-06,制造业,近端次新股;次新股,300720.SZ,1
2509,2562,2001-07-02,制造业,并购阶段(需定增);健康中国;医保概念;高校,600530.SH,17
3094,2563,2017-03-30,制造业,预增;次新股;最小市值,603041.SH,1
2329,2564,2000-04-20,制造业,护城河;维生素;国家队;预增;标普道琼斯概念;央企;出口型企业;行业龙头,600299.SH,18
1996,2565,2017-04-21,信息传输、软件和信息技术服务业,智慧城市;次新股,300645.SZ,1
213,2566,1996-11-28,采矿业,地方国企;预增;融资融券;钴矿;融资融券标的,000655.SZ,22
1742,2567,2014-01-28,信息传输、软件和信息技术服务业,国产软硬件;金融科技;国家队;征信,300380.SZ,4
1469,2568,2010-08-12,信息传输、软件和信息技术服务业,动漫;世界杯;高送转概念;并购阶段(需定增);互联网金融;虚拟现实;网红经济;体育;国家队;移动互联网;影视;文化传媒概念;无人驾驶;大消费;三网融合;数字中国;智能电视,300104.SZ,8
2948,2569,2014-01-28,采矿业,一线龙头;供应链金融;大盘蓝筹;国家队;标普道琼斯概念;融资融券;融资融券标的;行业龙头;地方国企,601225.SH,4
332,2570,1998-06-30,制造业,,000820.SZ,20
269,2571,2001-01-12,制造业,融资融券标的;基金重仓(季调);科技龙头;国家队;集成电路;显示面板;Micro LED;手机屏幕;智能穿戴;预减;手机产业;护城河;新型显示技术;5G应用;MSCI大盘;万得A50;数字中国;制造业单项冠军企业;行业龙头;消费电子产业;医疗器械;OLED;国产化创新;智能手表;液晶显示;虚拟现实;融资融券;地方国企;含B股的A股;富时罗素概念;标普道琼斯概念,000725.SZ,17
1600,2572,2011-06-29,制造业,半导体产业;并购阶段(需定增);国家队;预增;超涨;半导体材料;国产化创新;集成电路;高送转;芯片国产化,300236.SZ,7
2365,2573,2000-12-25,采矿业,新疆振兴;国企混改;期货概念;油气改革,600339.SH,18
2167,2574,1997-11-27,制造业,国家队;ST概念;智慧城市;互联网金融;*ST,600112.SH,21
880,2575,2010-06-01,制造业,超涨;冷链物流;员工持股;金融改革;标普道琼斯概念;涉矿;新能源汽车;并购阶段(需定增);股票质押,002418.SZ,8
138,2576,1993-12-20,交通运输、仓储和邮政业,地方国企,000548.SZ,25
1679,2577,2012-05-11,信息传输、软件和信息技术服务业,360概念;电子竞技;国家队;5G应用;超涨;网络游戏;虚拟现实;CDR概念,300315.SZ,6
1441,2578,2010-04-30,制造业,机器人;虚拟现实;在线教育,300076.SZ,8
2210,2579,1998-06-09,房地产业,融资融券;大盘蓝筹;标普道琼斯概念;粤港澳大湾区;融资融券标的,600162.SH,20
780,2580,2009-12-11,制造业,核电;LNG;员工持股;融资融券;含可转债;融资融券标的;油气管网升级;预增;可转债;制造业单项冠军企业,002318.SZ,9
3043,2581,2017-05-15,制造业,江苏省国资;次新股;基金重仓(季调);反关税;地方国企;超涨,601952.SH,1
1608,2582,2011-07-19,卫生和社会工作,基因检测;并购阶段(需定增);国家队;中小创蓝筹;健康中国;医疗器械;员工持股;智慧医疗;小盘成长;医疗改革;体外诊断,300244.SZ,7
518,2583,2006-07-25,制造业,预增;共享汽车;智能穿戴;标普道琼斯概念;股票质押;智能手表;融资融券标的;超涨;无人驾驶;车联网;融资融券,002055.SZ,12
1451,2584,2010-05-26,制造业,员工持股;二胎政策;基因检测;超涨,300086.SZ,8
1724,2585,2014-01-21,制造业,超涨;预增;360概念,300360.SZ,4
2582,2586,1992-08-20,制造业,医保概念;股票质押;浦东新区;含B股的A股;预增,600613.SH,26
75,2587,1996-06-19,制造业,预减;地方国企;融资融券标的;融资融券,000404.SZ,22
2016,2588,2017-06-19,制造业,传感器;工业4.0;次新股,300667.SZ,1
2214,2589,1999-01-28,电力、热力、燃气及水生产和供应业,东北振兴;二线龙头;大盘蓝筹;MSCI中盘;标普道琼斯概念;白马股,600167.SH,19
2738,2590,1996-12-25,综合,金融改革;地方国企;预减,600784.SH,22
2815,2591,1995-02-28,制造业,第三方支付;低价小市值;重组;并购阶段(需定增);大数据,600870.SH,23
2056,2592,2017-10-19,制造业,次新股;近端次新股,300710.SZ,1
1103,2593,2011-12-20,信息传输、软件和信息技术服务业,大数据;国家队;基因检测;物联网;无人驾驶;融资融券标的;车联网;股票质押;超涨;云计算;融资融券;标普道琼斯概念,002642.SZ,7
3348,2594,2017-09-06,制造业,次新股;近端次新股;预减,603725.SH,1
1603,2595,2011-07-06,制造业,股票质押;国家队;超涨,300239.SZ,7
36,2596,1994-09-12,房地产业,金控平台;参股药明康德;国家队;融资融券;参股金融;参股宁德时代;标普道琼斯概念;融资融券标的,szse.000046,24
3039,2597,2012-02-23,信息传输、软件和信息技术服务业,融资融券标的;地方国企;融资融券;预减;含可转债;可转债;广电系;三网融合;国家队;文化传媒概念,601929.SH,6
1606,2598,2011-07-12,信息传输、软件和信息技术服务业,百度概念;互联网营销;股权转让;合资企业;文化传媒概念;超涨,300242.SZ,7
2760,2599,1994-01-06,制造业,基金重仓(季调);白酒;融资融券;地方国企;国家队;大消费;基金增仓;标普道琼斯概念;融资融券标的;白马股;品牌龙头,600809.SH,24
3126,2600,2017-05-11,制造业,含可转债;标普道琼斯概念;次新股,603113.SH,1
2159,2601,1997-11-25,制造业,MSCI大盘;万得A50;消费电子产业;证金概念;富时罗素概念;一线龙头;基金重仓(季调);护城河;上海国资改革;品牌龙头;新能源汽车;氢能;新能源整车;浦东新区;融资融券标的;沪伦通;地方国企;燃料电池;国家队;陆股通50;融资融券;阿里巴巴概念;标普道琼斯概念;长三角;国产化创新;大消费;大盘蓝筹;白马股;行业龙头,600104.SH,21
2574,2602,1992-03-27,房地产业,预减;阿里巴巴概念;融资融券;含B股的A股;房屋租赁;地方国企;上海国资改革;高送转概念;国家队;科技园区;融资融券标的,600604.SH,26
1081,2603,2011-09-29,建筑业,高送转概念;装饰园林,002620.SZ,7
1215,2604,2015-05-28,制造业,预减;锂电池;国家队,002759.SZ,3
1583,2605,2011-05-18,制造业,车联网;超涨;股票质押;绿色节能照明;互联网金融;无人驾驶,300219.SZ,7
1501,2606,2010-11-05,制造业,珠三角;股票质押;基金减持;科技龙头;MSCI中盘;消费电子产业;中小创蓝筹;无线充电;5G;基金重仓(季调);国产化创新;移动支付;智能音箱;行业龙头;苹果;数字中国,300136.SZ,8
2857,2607,2004-06-22,制造业,预增;重组;央企;国资改革,600962.SH,14
2535,2608,2003-01-28,制造业,标普道琼斯概念;央企;航母;通用航空;军民融合;十大军工集团;预减;轨道交通,600562.SH,15
2782,2609,1994-02-24,批发和零售业,预增;上海国资改革;医药电商;上海本地重组;医保概念;地方国企,600833.SH,24
2539,2610,2001-12-18,制造业,含可转债;MSCI中盘;大盘蓝筹;标普道琼斯概念;预减;股票质押;行业龙头,600567.SH,17
54,2611,1998-04-20,交通运输、仓储和邮政业,标普道琼斯概念;融资融券;基金重仓(季调);融资融券标的;广东省国资;深圳市国资;地方国企;预增;珠三角,000089.SZ,20
828,2612,2010-03-12,制造业,标普道琼斯概念;中小创蓝筹;新能源;股票质押;核电;基金重仓(季调);高送转概念,002366.SZ,8
837,2613,2010-03-23,建筑业,标普道琼斯概念;国家队;融资融券;员工持股;装配式建筑;装饰园林;融资融券标的,002375.SZ,8
2652,2614,1993-11-22,批发和零售业,股票质押;基金重仓(季调);标普道琼斯概念,600693.SH,25
160,2615,1994-09-07,制造业,标普道琼斯概念;绿色节能照明;乙醇汽油;生物疫苗;调味品,000576.SZ,24
685,2616,2008-03-19,制造业,预增;虚拟现实;标普道琼斯概念;制造业单项冠军企业;激光;高校;国家队;量子技术,002222.SZ,10
2340,2617,2001-06-26,采矿业,黄金珠宝;股权转让,600311.SH,17
2435,2618,2003-09-15,制造业,乳业;地方国企;国家队;二胎政策,600429.SH,15
2561,2619,2002-07-03,制造业,智能电网;合同能源管理;军民融合;员工持股;出口型企业;能源互联网;股票质押,600590.SH,16
838,2620,2010-03-23,制造业,车联网;国家队;网络彩票;含可转债;金融科技;地方国企;3D打印;标普道琼斯概念,002376.SZ,8
2835,2621,1996-03-25,制造业,借壳上市;东北振兴;黄金珠宝,600891.SH,22
2413,2622,2002-07-02,采矿业,预减;地方国企;低价小市值;国家队,600397.SH,16
1709,2623,2012-08-01,制造业,新材料;股票质押;员工持股,300345.SZ,6
2305,2624,2003-07-11,制造业,MSCI大盘;融资融券标的;物联网;食药品溯源;密码学;大盘蓝筹;标普道琼斯概念;行业龙头;护城河;生物识别;央企;智能IC卡;可转债;融资融券;含可转债;科技龙头;移动支付;5G应用;国家队,600271.SH,15
393,2625,1999-06-09,制造业,基金重仓(季调);超涨;小盘成长;标普道琼斯概念;融资融券;白马股;高校;融资融券标的;医保概念,000915.SZ,19
1404,2626,2010-01-08,信息传输、软件和信息技术服务业,文化传媒概念;超涨;小盘成长;预增;移动互联网;互联网营销;中小创蓝筹;股票质押;员工持股;5G;征信;4G,300038.SZ,8
2866,2627,2004-06-09,农、林、牧、渔业,地方国企;并购阶段(需定增);超涨;猪产业;标普道琼斯概念;反关税,600975.SH,14
2495,2628,2002-08-06,房地产业,超涨;融资融券;股票质押;三沙;土地流转;海南自贸港;PPP;融资融券标的;预减,600515.SH,16
1877,2629,2016-07-19,建筑业,,300517.SZ,2
1332,2630,2017-06-27,制造业,预增;富士康概念;次新股,002885.SZ,1
3111,2631,2015-06-30,制造业,高送转概念;出口型企业;可转债,603085.SH,3
2051,2632,2017-10-10,制造业,次新股;近端次新股,300705.SZ,1
688,2633,2008-04-25,制造业,股票质押;预增;员工持股;国家队,002225.SZ,10
555,2634,2006-12-08,制造业,中小创蓝筹;融资融券标的;增持;预减;大盘蓝筹;石墨烯;MSCI中盘;一线龙头;标普道琼斯概念;新疆振兴;地方国企;行业龙头;国家队;融资融券,002092.SZ,12
1456,2635,2010-06-25,制造业,乙醇汽油;合同能源管理;并购阶段(需定增),300091.SZ,8
3236,2636,2017-03-24,建筑业,预增;装饰园林;高送转概念;次新股,603388.SH,1
1304,2637,2017-03-20,建筑业,装饰园林;次新股;预减,002856.SZ,1
2108,2638,2006-07-31,房地产业,融资融券标的;国家队;万得A50;护城河;新型城镇化;大盘蓝筹;证金概念;预增;央企;行业龙头;珠三角;基金减持;一线龙头;融资融券;基金重仓;国资改革;富时罗素概念;标普道琼斯概念;基金重仓(季调);MSCI大盘;陆股通50,600048.SH,12
336,2639,1998-10-21,制造业,标普道琼斯概念;融资融券;国家队;预减;MSCI大盘;大盘蓝筹;CDM项目;地方国企;融资融券标的,000825.SZ,20
900,2640,2010-06-23,制造业,预增;高送转概念;制造业单项冠军企业;核电;股权转让,002438.SZ,8
1008,2641,2011-02-18,制造业,预减;5G;手机产业;超涨;涉矿;标普道琼斯概念;消费电子产业;射频及天线;员工持股;股票质押,002547.SZ,7
1134,2642,2012-05-03,金融业,地方国企;标普道琼斯概念;国家队;预增;融资融券;MSCI大盘;融资融券标的,002673.SZ,6
1025,2643,2011-03-10,制造业,网络游戏,002564.SZ,7
2069,2644,2017-11-10,制造业,近端次新股;次新股,300725.SZ,1
649,2645,2007-11-20,住宿和餐饮业,预减;国家队;地方国企,002186.SZ,11
1564,2646,2011-04-07,制造业,国家队;新材料;预增;轨道交通;超涨,300200.SZ,7
2807,2647,1994-05-20,制造业,标普道琼斯概念;机床;预增;新材料;通用航空;超涨,600862.SH,24
2526,2648,2002-09-05,文化、体育和娱乐业,融资融券;标普道琼斯概念;融资融券标的;国家队;文化传媒概念;网络游戏;地方国企,600551.SH,16
197,2649,1996-11-28,批发和零售业,预增;融资融券标的;融资融券,000626.SZ,22
2437,2650,2003-06-19,制造业,网络彩票;央企;融资融券;融资融券标的,600433.SH,15
2254,2651,1999-08-17,综合,化妆品;重组,600212.SH,19
3112,2652,2017-05-11,制造业,虫害防治;次新股;预增,603086.SH,1
1080,2653,2011-09-29,信息传输、软件和信息技术服务业,预增;海绵城市;高送转概念;网络游戏;标普道琼斯概念;水利水电建设;大盘蓝筹,002619.SZ,7
1984,2654,2017-03-23,制造业,盐湖提锂;次新股,300631.SZ,1
73,2655,1996-06-26,房地产业,一线龙头;举牌;国家队;标普道琼斯概念;融资融券标的;MSCI大盘;大盘蓝筹;地方国企;融资融券,000402.SZ,22
1202,2656,2015-02-17,制造业,科技龙头;标普道琼斯概念;含可转债;重组;绿色节能照明;中小创蓝筹;MSCI中盘;珠三角;Micro LED;并购阶段(需定增),002745.SZ,3
2677,2657,1996-07-16,制造业,超涨;小盘成长;一带一路;融资融券;CDM项目;标普道琼斯概念;国家队;丝绸之路;西部水泥;央企;水泥;融资融券标的,600720.SH,22
752,2658,2009-09-03,制造业,供应链金融;新材料;互联网金融,002290.SZ,9
2916,2659,2010-02-09,制造业,核电;行业龙头;ST概念;央企;*ST;挖掘机;大央企重组;债转股;国家队;中字头;高端装备制造,601106.SH,8
1833,2660,2015-06-11,制造业,举牌;工业4.0,300472.SZ,3
870,2661,2010-05-18,制造业,融资融券标的;融资融券;标普道琼斯概念;尾气治理;股权转让;甲醇;国家队;行业龙头;大盘蓝筹,002408.SZ,8
2161,2662,1997-06-18,交通运输、仓储和邮政业,预增;成渝特区;一带一路,600106.SH,21
979,2663,2010-12-07,信息传输、软件和信息技术服务业,网络游戏;预增;高送转概念;标普道琼斯概念;大消费;一线龙头;护城河;电子竞技;虚拟现实;网红经济;股票质押,002517.SZ,8
1424,2664,2010-02-26,租赁和商务服务业,可转债;文化传媒概念;征信;融资融券;融资融券标的;预增;超涨;国家队;互联网营销,300058.SZ,8
1842,2665,2015-06-30,制造业,OLED;OLED材料;新型显示技术;手机屏幕,300481.SZ,3
214,2666,1996-11-28,房地产业,预增;融资融券;增持;大盘蓝筹;成渝特区;国家队;融资融券标的;标普道琼斯概念,000656.SZ,22
1087,2667,2011-10-28,制造业,标普道琼斯概念;预增;股票质押;中小创蓝筹;维生素;超涨;预减,002626.SZ,7
128,2668,1993-12-10,房地产业,央企;标普道琼斯概念;融资融券标的;重组;融资融券,000537.SZ,25
2744,2669,1997-01-23,制造业,国家队;低价小市值;乙醇汽油;地方国企,600792.SH,21
589,2670,2007-04-18,制造业,新能源汽车;制造业单项冠军企业;基金重仓(季调);标普道琼斯概念;超涨;尾气治理;养老金概念,002126.SZ,11
1428,2671,2010-03-26,租赁和商务服务业,互联网营销;员工持股;高送转概念;国家队;超涨,300063.SZ,8
2800,2672,1994-04-25,制造业,并购阶段(需定增);十大军工集团;安防监控;基金重仓(季调);融资融券标的;预减;智慧城市;融资融券;央企;军民融合;大飞机,600855.SH,24
3366,2673,2015-01-20,制造业,吉利概念;无人驾驶;预增;小盘成长;国产化创新,603788.SH,3
866,2674,2010-05-11,制造业,预增;金融改革;出口型企业;人民币贬值,002404.SZ,8
918,2675,2010-08-03,制造业,苹果;摄像头;基金重仓(季调);高送转概念;传感器;手机外壳;移动互联网;手机屏幕;标普道琼斯概念;液晶显示;数字中国;虚拟现实;融资融券标的;智能手表;护城河;股票质押;小米产业链;OLED;科技龙头;触摸屏;珠三角;新型显示技术;消费电子产业;国家队;超涨;行业龙头;5G应用;无人驾驶;3D传感;融资融券;员工持股;生物识别,002456.SZ,8
145,2676,1994-06-17,交通运输、仓储和邮政业,葡萄酒;重组;预减;地方国企,000557.SZ,24
653,2677,2007-12-03,制造业,央企;大飞机;磷酸铁锂电池;锂电池;十大军工集团;航母;国家队;重组;标普道琼斯概念;融资融券标的;融资融券,002190.SZ,11
28,2678,1994-04-08,水利、环境和公共设施管理业,并购阶段(需定增);股票质押;垃圾发电;标普道琼斯概念,szse.000035,24
1193,2679,2014-12-03,制造业,国家队;网络游戏;重组;新材料,002735.SZ,4
2966,2680,2015-06-12,电力、热力、燃气及水生产和供应业,地方国企;污水处理;标普道琼斯概念,601368.SH,3
1797,2681,2015-03-26,制造业,国家队;可转债,300435.SZ,3
2353,2682,2001-01-16,建筑业,地方国企;含可转债;PPP;涉矿;融资融券;融资融券标的;标普道琼斯概念;西藏振兴,600326.SH,17
534,2683,2006-10-12,文化、体育和娱乐业,并购阶段(需定增);文化传媒概念;IP流量变现;影视;融资融券;融资融券标的;保底增持;可转债,002071.SZ,12
3428,2684,2015-05-28,信息传输、软件和信息技术服务业,增持,603918.SH,3
2850,2685,2017-11-17,制造业,近端次新股;次新股;标普道琼斯概念,600933.SH,1
3258,2686,2016-08-19,制造业,二线龙头;科技龙头;浦东新区;绿色节能照明;标普道琼斯概念,603515.SH,2
1349,2687,2017-10-13,制造业,次新股;近端次新股;工业4.0;预减,002903.SZ,1
819,2688,2010-02-10,交通运输、仓储和邮政业,参股金融;成渝特区;员工持股;民营银行;预增;电动物流车;股票质押,002357.SZ,8
721,2689,2008-07-16,电力、热力、燃气及水生产和供应业,员工持股;超涨;成渝特区;LNG;低价小市值;土地流转;股票质押;美丽中国,002259.SZ,10
1422,2690,2010-02-26,制造业,增持;股票质押;环保概念;新材料;PPP;员工持股;PM2.5,300056.SZ,8
598,2691,2007-05-30,建筑业,预增;钢结构;超涨;特色小镇;标普道琼斯概念;装配式建筑,002135.SZ,11
1406,2692,2010-01-08,制造业,国家队;含可转债;超涨;智能电网;风力发电;小盘成长;充电桩,300040.SZ,8
378,2693,1999-04-22,房地产业,融资融券;大盘蓝筹;低价小市值;雄安新区;地方国企;超涨;国家队;融资融券标的;天津自贸区;天津市国资,000897.SZ,19
2601,2694,1993-03-16,制造业,*ST;上海国资改革;氟化工;ST概念;CDM项目;超涨;国家队;预减,600636.SH,25
2320,2695,2000-11-29,制造业,机器视觉;虚拟现实;融资融券标的;食品安全;融资融券;太赫兹;期货概念;预增;激光,600288.SH,18
1411,2696,2010-01-20,制造业,车联网;超涨;轨道交通;虚拟现实;卫星导航,300045.SZ,8
2666,2697,1996-06-06,房地产业,上海自贸区;预减;浦东新区;大盘蓝筹;标普道琼斯概念;小盘成长;地方国企;新型城镇化;上海国资改革;迪士尼,600708.SH,22
2756,2698,1994-01-03,综合,地方国企;国家队;融资融券标的;融资融券;江苏省国资,600805.SH,24
2382,2699,2002-01-11,制造业,地方国企;含H股的A股;国家队;标普道琼斯概念;MSCI大盘;护城河;融资融券;可转债;融资融券标的;行业龙头,600362.SH,16
1020,2700,2011-03-03,制造业,机器人;工业4.0;机床;举牌,002559.SZ,7
1789,2701,2015-02-17,制造业,重组;超涨;智能电网;轨道交通;并购阶段(需定增),300427.SZ,3
3388,2702,2017-10-17,制造业,近端次新股;次新股,603829.SH,1
3379,2703,2016-10-14,制造业,基金重仓(季调);含可转债;长三角;二线龙头;行业龙头;大消费;可转债;标普道琼斯概念,603816.SH,2
2285,2704,2000-11-23,批发和零售业,股权转让;重组;ST;ST概念;长吉图板块;并购阶段(需定增),600247.SH,18
247,2705,1997-02-20,制造业,东北振兴;国企混改;央企;国家队,000698.SZ,21
1284,2706,2016-12-28,制造业,预增;小盘成长;标普道琼斯概念,002833.SZ,2
1636,2707,2011-11-02,制造业,CAR-T疗法;超涨;污水处理;干细胞;生物疫苗;浦东新区;基因检测;环保概念;预减,300272.SZ,7
